ext_guid,actor_label,datasmith_handle,selection_source,business_type,business_type_name,object_type_rid,hierarchy_path,source_actor_count,render_part_count,mirrored_source_actor_count,assembly_signature,ue_path
6842C2E7-420F-709E-C2A1-2C9DB0D64AF9,光剑21A_B,554154,candidate,aviation_weapon,航空武器/弹药,zhhz.aviation_weapon,航空展馆/航空武器与弹药,21,19,0,7194a14ca0e79122de88c1493e238051,0713/光剑21A_B
E6B96B36-4C62-686E-52A9-BAA2B54AB686,光电告警设备,570660,candidate,avionics_sensor,航电/传感器/对抗设备,zhhz.avionics_sensor,航空展馆/航电、传感器与对抗设备,13,12,0,643edd0f21e76be4f0a4ba09c6e27651,0713/光电告警设备
B5A626E1-4A26-2D70-6CB2-5BBAC33B261B,双模态战斗机,413340,candidate,fixed_wing_aircraft,固定翼航空器,zhhz.fixed_wing_aircraft,航空展馆/固定翼航空器,2,1,0,ae56b27446d6f81b2db506655c616ed8,0713/双模态战斗机
42444FBE-4752-8BAA-51C6-F5A0529D03E8,夜视夜战吊舱,570688,candidate,avionics_sensor,航电/传感器/对抗设备,zhhz.avionics_sensor,航空展馆/航电、传感器与对抗设备,5,4,1,a462b8625be3f8684b60c4684083fd09,0713/夜视夜战吊舱
B9B3F818-4DC7-E869-4815-23B606491716,定向对抗设备,570673,candidate,avionics_sensor,航电/传感器/对抗设备,zhhz.avionics_sensor,航空展馆/航电、传感器与对抗设备,8,7,0,2acead3d4252841631ab3455202fe3c6,0713/定向对抗设备
C009B5A1-4471-83DB-5E66-93A4AE8F6549,客舱系统,533267,supplemental,cockpit_simulator,座舱/模拟训练系统,zhhz.cockpit_simulator,航空展馆/座舱与模拟训练系统,165,153,55,6bacf992c213c29f943b7efa4270da74,0713/客舱系统
CDF6D740-418B-348E-B1D5-61941818E1F9,操作系统,574794,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,34,31,0,dd2e759b7032b97af5a57f3144ddfb55,0713/操作系统
559E8E84-436F-62B8-7220-5D9FB877753F,操作系统001,574854,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,34,31,0,e9512dfc4b2f0df2fbf9118c20f0a4fd,0713/操作系统001
A2AE29A3-4BF2-9D85-1F3A-4D85A0104110,教-7,257865,candidate,fixed_wing_aircraft,固定翼航空器,zhhz.fixed_wing_aircraft,航空展馆/固定翼航空器,34,32,0,716dda1347750b03cafdbbf8b20fc29c,0713/教-7
70C443EB-4540-3BEF-9255-2BA0BBB9C574,新舟搜救机,142707,supplemental,fixed_wing_aircraft,固定翼航空器,zhhz.fixed_wing_aircraft,航空展馆/固定翼航空器,111,106,35,8d3c74bec56833c439f5ec85999cc3de,0713/新舟搜救机
26ADDF41-4A7C-1E65-EFAD-60BCBBFF0D8A,某光电吊舱,612103,candidate,avionics_sensor,航电/传感器/对抗设备,zhhz.avionics_sensor,航空展馆/航电、传感器与对抗设备,5,4,0,83fa8ca8ad0b0f9ab7f21c9211830c72,0713/某光电吊舱
306845EA-4C39-4131-EB47-F29688E84057,某某直升机光电吊舱,578336,candidate,avionics_sensor,航电/传感器/对抗设备,zhhz.avionics_sensor,航空展馆/航电、传感器与对抗设备,2,1,0,d5cb41aca3f5e74fcb7e2bcd2007cf6e,0713/某某直升机光电吊舱
C0AB7021-482B-320E-CD7E-98A0E92C692F,民用数字化屏显座舱展项,359335,candidate,cockpit_simulator,座舱/模拟训练系统,zhhz.cockpit_simulator,航空展馆/座舱与模拟训练系统,76,42,0,336c535671e1d036f18d7747e2100d7c,0713/民用数字化屏显座舱展项
A4F26D5C-4078-2DA7-5F60-358AB0FB28FD,氢能源无人机,198028,candidate,unmanned_new_aircraft,无人/新型航空器,zhhz.unmanned_new_aircraft,航空展馆/无人及新型航空器,5,4,0,10f8d173537e942befc0e9863deca26c,0713/氢能源无人机
65316C8B-4DB0-D6F7-A10D-1A867AAE0BE0,空中加油座舱,211920,candidate,cockpit_simulator,座舱/模拟训练系统,zhhz.cockpit_simulator,航空展馆/座舱与模拟训练系统,44,42,9,1c97250b8d4801aa2c68154b27e50d90,0713/空中加油座舱
A65FEE4E-4A24-2520-4732-05BC602D963B,空天飞机那玩意,121818,candidate,fixed_wing_aircraft,固定翼航空器,zhhz.fixed_wing_aircraft,航空展馆/固定翼航空器,13,11,1,ab972f6e27d60d2173f1c7938da6cdb3,0713/空天飞机那玩意
627E210F-4F6A-8028-0A87-47B9F4A0B886,翼龙-10H002,142580,supplemental,unmanned_new_aircraft,无人/新型航空器,zhhz.unmanned_new_aircraft,航空展馆/无人及新型航空器,68,61,28,d7abee9a4b1b73ec0888f83b4551765c,0713/翼龙-10H002
F0CC6686-4347-1807-617E-69A39D9A8085,翼龙-10H003,194115,supplemental,unmanned_new_aircraft,无人/新型航空器,zhhz.unmanned_new_aircraft,航空展馆/无人及新型航空器,75,65,31,71175d842b70c6d8f652345b7b3707a9,0713/翼龙-10H003
C7D1CAEA-451F-C3CA-3CB6-E48C454F9B98,触控显示屏002,539598,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,3,2,0,78d8ca19c3e1982f30f9ed2d9b52c528,0713/触控显示屏002
095548B9-4161-6DEE-58E6-E69D53975F99,触控显示屏003,539601,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,3,2,0,43826ad3baec66c98cfc658ac6d5b351,0713/触控显示屏003
AFF1FE8A-4C4D-4107-7447-B8B43936ED51,触控显示屏004,539604,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,3,2,0,30e8fad3c09edeaf57cef73eeb3359ea,0713/触控显示屏004
DB4DFBE6-44E4-F8C8-F31A-E39ECDC75FCA,触控显示屏005,539607,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,3,2,0,5e3b1d7c2d1c53d691b63cdfb4f0657d,0713/触控显示屏005
8ACDDB3B-410D-C494-18D9-DD8C52EE01A9,触控显示屏006,539610,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,3,2,0,00089f9c8c0eae1139145da07da92da6,0713/触控显示屏006
3BD70343-4EEE-C9E5-8EB1-C999AE0690D7,触控显示屏007,539613,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,3,2,0,5cd730399d73178eb205367e08dd351a,0713/触控显示屏007
BECCA447-41FA-EB4F-34E1-E588E731B7EB,触控显示屏008,539616,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,3,2,0,f97df98975bc81e39779cc8a98eaee9e,0713/触控显示屏008
9C5728D7-4ED7-3717-5937-F59BA0BEE124,触控显示屏009,539619,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,3,2,0,1ddd3314a89c2a1a6f78be52c3936d49,0713/触控显示屏009
A0EF502E-430D-FC88-C894-2FB410E948A7,触控显示屏01,539595,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,3,2,0,a122cc1a354cf60e265d3d2e8bd33b59,0713/触控显示屏01
1748D102-43AE-DEB5-157C-E6A80E890B65,触控显示屏010,539622,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,3,2,0,888774cb51dba41e5a4a8cb1ea1058d7,0713/触控显示屏010
C5C51850-4668-BD33-7FBE-35834CEE7743,触控显示屏011,539625,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,3,2,0,113e68d6810238bfff2aa658eaea9674,0713/触控显示屏011
FE3D68D8-46EB-A6CD-269A-B9845977163B,触控显示屏012,539628,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,3,2,0,dffaba406098e35f584d7ffccdb7b57b,0713/触控显示屏012
FD881E29-44A4-92F3-4437-B3BDD5723D67,触控显示屏013,637781,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,3,2,0,c39330ceaa66dfd6866624f96f565de8,0713/触控显示屏013
86EA11E4-418B-235C-7783-4B8BD3753236,触控显示屏014,673530,candidate,display_control_terminal,触控与操作终端,zhhz.display_control_terminal,航空展馆/触控与操作终端,3,2,0,5e899719bec6e62dac7585272218cc1d,0713/触控显示屏014
E75E02A4-4760-D7CA-7C70-4DAFBB1FCA58,运-20F100,139352,candidate,fixed_wing_aircraft,固定翼航空器,zhhz.fixed_wing_aircraft,航空展馆/固定翼航空器,5,4,0,4546f3ac3e968c98fdbdbbc273d5c34c,0713/运-20F100
5708AB1D-4E7D-DD4D-F3B2-5086B38E6FB7,鹮影60,582612,candidate,unmanned_new_aircraft,无人/新型航空器,zhhz.unmanned_new_aircraft,航空展馆/无人及新型航空器,7,6,0,47c17699f69a4e2e1efc2b527cf0c845,0713/鹮影60
